campo,business_term,spiegazione,obbligatorio,numerosità,condizionalità,calcolo,offset,lunghezza,xmlpath,level,segment_group,msg_pos,segment,segment_name,segment_status,segment_max_rep,component_pos,component_type,component,component_name,component_m_c,component_format,element_repr,element_name,code_list
EQD.8077,"Equipment supplier, coded","EQUIPMENT SUPPLIER, CODED (in segment EQD Equipment details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL//EQD/8077,DETAIL,,1010,EQD,Equipment details,C,1,040,ELEMENT,8077,"EQUIPMENT SUPPLIER, CODED",C,an..3,an..3,"Equipment supplier, coded",
EQD.8249,"Equipment status, coded","EQUIPMENT STATUS, CODED (in segment EQD Equipment details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL//EQD/8249,DETAIL,,1010,EQD,Equipment details,C,1,050,ELEMENT,8249,"EQUIPMENT STATUS, CODED",C,an..3,an..3,"Equipment status, coded",
EQD.8169,"Full/empty indicator, coded","FULL/EMPTY INDICATOR, CODED (in segment EQD Equipment details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL//EQD/8169,DETAIL,,1010,EQD,Equipment details,C,1,060,ELEMENT,8169,"FULL/EMPTY INDICATOR, CODED",C,an..3,an..3,"Full/empty indicator, coded",
FTX.4451,Text subject qualifier,TEXT SUBJECT QUALIFIER (in segment FTX Free text).,SI,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//FTX/4451,DETAIL,,1020,FTX,Free text,C,5,010,ELEMENT,4451,TEXT SUBJECT QUALIFIER,M,an..3,an..3,Text subject qualifier,"AAA=Goods description | AAB=Terms of payments | AAC=Dangerous goods additional information | AAD=Dangerous goods, technical name | AAE=Acknowledgement description | AAF=Rate additional information | AAG=Party instructions | AAH=Customs information | AAI=General information | AAJ=Additional conditions of sale/purchase | AAK=Price conditions | AAL=Goods dimensions in characters | AAM=Equipment re-usage restrictions | AAN=Handling restriction | AAO=Error description (free text) | AAP=Response (free text) | AAQ=Package content's description | AAR=Terms of delivery | AAS=Bill of lading remarks | AAT=Mode of settlement information | AAU=Consignment invoice information | AAV=Clearance invoice information | AAW=Letter of credit information | AAX=License information | AAY=Certification statements | AAZ=Additional export information | ABA=Tariff statements | ABC=Conditions of sale or purchase | ABD=Nature of transaction | ABE=Additional terms and/or conditions (documentary credit) | ABF=Instructions or information about standby documentary credit | ABG=Instructions or information about partial shipment(s) | ABH=Instructions or information about transhipment(s) | ABI=Additional handling instructions documentary credit | ABJ=Domestic routing information | ABK=Chargeable category of equipment | ABL=Government information | ABM=Onward routing information | ABN=Accounting information | ABO=Discrepancy information | ABP=Confirmation instructions | ABQ=Method of issuance | ABR=Documents delivery instructions | ABS=Additional conditions | ABT=Information/instructions about additional amounts covered | ABU=Deferred payment termed additional | ABV=Acceptance terms additional | ABW=Negotiation terms additional | ABX=Document name and documentary requirements | ABY=Regulatory information | ABZ=Instructions/information about revolving documentary credit | ACA=Documentary requirements | ACB=Additional information | ACC=Factor assignment clause | ACD=Reason | ACE=Dispute | ACF=Additional attribute information | ACG=Absence declaration | ACH=Aggregation statement | ACI=Compilation statement | ACJ=Definitional exception | ACK=Privacy statement | ACL=Quality statement | ACM=Statistical description | ACN=Statistical definition | ACO=Statistical name | ACP=Statistical title | ACQ=Off-dimension information | ACR=Unexpected stops information | ACS=Principles | ACT=Terms and definition | ACU=Segment name | ACV=Simple data element name | ACW=Scope | ACX=Message type name | ACY=Introduction | ACZ=Glossary | ADA=Functional definition | ADB=Examples | ADC=Cover page | ADE=Code value name | ADF=Code list name | ADG=Clarification of usage | ADH=Composite data element name | ADI=Field of application | ALC=Allowance/charge information | ALL=All documents | ARR=Arrival conditions | AUT=Authentication | BLC=Bill of lading clause | BLR=Transport document remarks | CCI=Customs clearance instructions | CEX=Customs clearance instructions export | CHG=Change information | CIP=Customs clearance instruction import | CLP=Clearance place requested | CLR=Loading remarks | COI=Order information | CUR=Customer remarks | CUS=Customs declaration information | DAR=Damage remarks | DCL=Declaration | DEL=Delivery information | DIN=Delivery instructions | DOC=Documentation instructions | DUT=Duty declaration | EUR=Effective used routing | FBC=First block to be printed on the transport contract | GBL=Government bill of lading information | GEN=Entire transaction set | GS7=Further information concerning GGVS par. 7 | HAN=Handling instructions | HAZ=Hazard information | ICN=Information for consignee | IIN=Insurance instructions | IMI=Invoice mailing instructions | IND=Commercial invoice item description | INS=Insurance information | INV=Invoice instruction | IRP=Information for railway purpose | ITR=Inland transport details | ITS=Testing instructions | LIN=Line item | LOI=Loading instruction | MCO=Miscellaneous charge order | MKS=Additional marks/numbers information | ORI=Order instruction | OSI=Other service information | PAC=Packing/marking information | PAI=Payment instructions information | PAY=Payables information | PKG=Packaging information | PKT=Packaging terms information | PMD=Payment detail/remittance information | PMT=Payment information | PRD=Product information | PRF=Price calculation formula | PRI=Priority information | PUR=Purchasing information | QIN=Quarantine instructions | QQD=Quality demands/requirements | QUT=Quotation instruction/information | RAH=Risk and handling information | REG=Regulatory information | RET=Return to origin information | REV=Receivables | RQR=Requested routes/routing instructions | RQT=Tariffs and route requested | SAF=Safety information | SIC=Sender's instruction to carrier | SIN=Special instructions | SLR=Ship line requested | SPA=Special permission for transport, generally | SPG=Special permission concerning the goods to be transported | SPH=Special handling | SPP=Special permission concerning package | SPT=Special permission concerning transport means | SRN=Subsidiary risk number (IATA/DGR) | SSR=Special service request | SUR=Supplier remarks | TCA=Tariff and class applied | TDT=Transport details remarks | TRA=Transportation information | TRR=Requested tariff | TXD=Tax declaration | WHI=Warehouse instruction/information | ZZZ=Mutually defined | B=Back order only if new item (book industry - not yet | F=Factory ship | N=No back order | W=Warehouse ship | Y=Back order if out of stock | BK=Ship partial - balance back order | CD=Cancel if not delivered by date | DA=Do not deliver after | DB=Do not deliver before | DD=Deliver on date | IS=Substitute item | P1=No schedule established | P2=Ship as soon as possible | SC=Ship complete order | SF=Ship partial, if no freight rate increase | SP=Ship partial - balance cancel"
FTX.4453,"Text function, coded","TEXT FUNCTION, CODED (in segment FTX Free text).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//FTX/4453,DETAIL,,1020,FTX,Free text,C,5,020,ELEMENT,4453,"TEXT FUNCTION, CODED",C,an..3,an..3,"Text function, coded",
FTX.C107,FTX::C107 TEXT REFERENCE,Composite used in segment FTX (Free text).,NO,5,,,,,/EDIFACT/INVOIC/DETAIL//FTX/C107,DETAIL,,1020,FTX,Free text,C,5,030,COMPOSITE,C107,TEXT REFERENCE,C,,,,
FTX.C108,FTX::C108 TEXT LITERAL,Composite used in segment FTX (Free text).,NO,5,,,,,/EDIFACT/INVOIC/DETAIL//FTX/C108,DETAIL,,1020,FTX,Free text,C,5,040,COMPOSITE,C108,TEXT LITERAL,C,,,,
FTX.3453,"Language, coded","LANGUAGE, CODED (in segment FTX Free text).",NO,5,,,,an..3,/EDIFACT/INVOIC/DETAIL//FTX/3453,DETAIL,,1020,FTX,Free text,C,5,050,ELEMENT,3453,"LANGUAGE, CODED",C,an..3,an..3,"Language, coded",
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG26/MOA/C516,DETAIL,SG26,1040,MOA,Monetary amount,M,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
CUX.C504,CUX::C504 CURRENCY DETAILS,Composite used in segment CUX (Currencies).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG26/CUX/C504,DETAIL,SG26,1050,CUX,Currencies,C,1,010,COMPOSITE,C504,CURRENCY DETAILS,C,,,,
CUX.C504,CUX::C504 CURRENCY DETAILS,Composite used in segment CUX (Currencies).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG26/CUX/C504,DETAIL,SG26,1050,CUX,Currencies,C,1,020,COMPOSITE,C504,CURRENCY DETAILS,C,,,,
CUX.5402,Rate of exchange,RATE OF EXCHANGE (in segment CUX Currencies).,NO,1,,,,n..12,/EDIFACT/INVOIC/DETAIL/SG26/CUX/5402,DETAIL,SG26,1050,CUX,Currencies,C,1,030,ELEMENT,5402,RATE OF EXCHANGE,C,n..12,n..12,Rate of exchange,
CUX.6341,"Currency market exchange, coded","CURRENCY MARKET EXCHANGE, CODED (in segment CUX Currencies).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG26/CUX/6341,DETAIL,SG26,1050,CUX,Currencies,C,1,040,ELEMENT,6341,"CURRENCY MARKET EXCHANGE, CODED",C,an..3,an..3,"Currency market exchange, coded",
PAT.4279,Payment terms type qualifier,PAYMENT TERMS TYPE QUALIFIER (in segment PAT Payment terms basis).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG27/PAT/4279,DETAIL,SG27,1070,PAT,Payment terms basis,M,1,010,ELEMENT,4279,PAYMENT TERMS TYPE QUALIFIER,M,an..3,an..3,Payment terms type qualifier,
PAT.C110,PAT::C110 PAYMENT TERMS,Composite used in segment PAT (Payment terms basis).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG27/PAT/C110,DETAIL,SG27,1070,PAT,Payment terms basis,M,1,020,COMPOSITE,C110,PAYMENT TERMS,C,,,,
PAT.C112,PAT::C112 TERMS/TIME INFORMATION,Composite used in segment PAT (Payment terms basis).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG27/PAT/C112,DETAIL,SG27,1070,PAT,Payment terms basis,M,1,030,COMPOSITE,C112,TERMS/TIME INFORMATION,C,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG27/DTM/C507,DETAIL,SG27,1080,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
PCD.C501,PCD::C501 PERCENTAGE DETAILS,Composite used in segment PCD (Percentage details).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG27/PCD/C501,DETAIL,SG27,1090,PCD,Percentage details,C,1,010,COMPOSITE,C501,PERCENTAGE DETAILS,M,,,,
MOA.C516,MOA::C516 MONETARY AMOUNT,Composite used in segment MOA (Monetary amount).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG27/MOA/C516,DETAIL,SG27,1100,MOA,Monetary amount,C,1,010,COMPOSITE,C516,MONETARY AMOUNT,M,,,,
PRI.C509,PRI::C509 PRICE INFORMATION,Composite used in segment PRI (Price details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG28/PRI/C509,DETAIL,SG28,1120,PRI,Price details,M,1,010,COMPOSITE,C509,PRICE INFORMATION,C,,,,
PRI.5213,"Sub-line price change, coded","SUB-LINE PRICE CHANGE, CODED (in segment PRI Price details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/PRI/5213,DETAIL,SG28,1120,PRI,Price details,M,1,020,ELEMENT,5213,"SUB-LINE PRICE CHANGE, CODED",C,an..3,an..3,"Sub-line price change, coded",
PRI.4407,"Sample process status, coded","SAMPLE PROCESS STATUS, CODED (in segment PRI Price details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/PRI/4407,DETAIL,SG28,1120,PRI,Price details,M,1,010,ELEMENT,4407,"SAMPLE PROCESS STATUS, CODED",C,an..3,an..3,"Sample process status, coded",
PRI.7039,"Sample selection method, coded","SAMPLE SELECTION METHOD, CODED (in segment PRI Price details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/PRI/7039,DETAIL,SG28,1120,PRI,Price details,M,1,020,ELEMENT,7039,"SAMPLE SELECTION METHOD, CODED",C,an..3,an..3,"Sample selection method, coded",
PRI.C526,PRI::C526 FREQUENCY DETAILS,Composite used in segment PRI (Price details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG28/PRI/C526,DETAIL,SG28,1120,PRI,Price details,M,1,030,COMPOSITE,C526,FREQUENCY DETAILS,C,,,,
PRI.7045,"Sample description, coded","SAMPLE DESCRIPTION, CODED (in segment PRI Price details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/PRI/7045,DETAIL,SG28,1120,PRI,Price details,M,1,040,ELEMENT,7045,"SAMPLE DESCRIPTION, CODED",C,an..3,an..3,"Sample description, coded",
PRI.7047,"Sample direction, coded","SAMPLE DIRECTION, CODED (in segment PRI Price details).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/PRI/7047,DETAIL,SG28,1120,PRI,Price details,M,1,050,ELEMENT,7047,"SAMPLE DIRECTION, CODED",C,an..3,an..3,"Sample direction, coded",
PRI.C514,PRI::C514 SAMPLE LOCATION DETAILS,Composite used in segment PRI (Price details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG28/PRI/C514,DETAIL,SG28,1120,PRI,Price details,M,1,060,COMPOSITE,C514,SAMPLE LOCATION DETAILS,C,,,,
APR.4043,"Class of trade, coded","CLASS OF TRADE, CODED (in segment APR Additional price information).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/APR/4043,DETAIL,SG28,1130,APR,Additional price information,C,1,010,ELEMENT,4043,"CLASS OF TRADE, CODED",C,an..3,an..3,"Class of trade, coded",
APR.C138,APR::C138 PRICE MULTIPLIER INFORMATION,Composite used in segment APR (Additional price information).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG28/APR/C138,DETAIL,SG28,1130,APR,Additional price information,C,1,020,COMPOSITE,C138,PRICE MULTIPLIER INFORMATION,C,,,,
APR.C960,APR::C960 REASON FOR CHANGE,Composite used in segment APR (Additional price information).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG28/APR/C960,DETAIL,SG28,1130,APR,Additional price information,C,1,030,COMPOSITE,C960,REASON FOR CHANGE,C,,,,
RNG.6167,Range type qualifier,RANGE TYPE QUALIFIER (in segment RNG Range details).,SI,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG28/RNG/6167,DETAIL,SG28,1140,RNG,Range details,C,1,010,ELEMENT,6167,RANGE TYPE QUALIFIER,M,an..3,an..3,Range type qualifier,
RNG.C280,RNG::C280 RANGE,Composite used in segment RNG (Range details).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG28/RNG/C280,DETAIL,SG28,1140,RNG,Range details,C,1,020,COMPOSITE,C280,RANGE,C,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG28/DTM/C507,DETAIL,SG28,1150,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG29/RFF/C506,DETAIL,SG29,1170,RFF,Reference,M,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG29/DTM/C507,DETAIL,SG29,1180,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
PAC.7224,Number of packages,NUMBER OF PACKAGES (in segment PAC Package).,NO,1,,,,n..8,/EDIFACT/INVOIC/DETAIL/SG30/PAC/7224,DETAIL,SG30,1200,PAC,Package,M,1,010,ELEMENT,7224,NUMBER OF PACKAGES,C,n..8,n..8,Number of packages,
PAC.C531,PAC::C531 PACKAGING DETAILS,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG30/PAC/C531,DETAIL,SG30,1200,PAC,Package,M,1,020,COMPOSITE,C531,PACKAGING DETAILS,C,,,,
PAC.C202,PAC::C202 PACKAGE TYPE,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG30/PAC/C202,DETAIL,SG30,1200,PAC,Package,M,1,030,COMPOSITE,C202,PACKAGE TYPE,C,,,,
PAC.C402,PAC::C402 PACKAGE TYPE IDENTIFICATION,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG30/PAC/C402,DETAIL,SG30,1200,PAC,Package,M,1,040,COMPOSITE,C402,PACKAGE TYPE IDENTIFICATION,C,,,,
PAC.C532,PAC::C532 RETURNABLE PACKAGE DETAILS,Composite used in segment PAC (Package).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG30/PAC/C532,DETAIL,SG30,1200,PAC,Package,M,1,050,COMPOSITE,C532,RETURNABLE PACKAGE DETAILS,C,,,,
MEA.6311,Measurement application qualifier,MEASUREMENT APPLICATION QUALIFIER (in segment MEA Measurements).,SI,10,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG30/MEA/6311,DETAIL,SG30,1210,MEA,Measurements,C,10,010,ELEMENT,6311,MEASUREMENT APPLICATION QUALIFIER,M,an..3,an..3,Measurement application qualifier,AAA=Line item measurement | AAU=Package | AAV=Person | AAX=Consignment measurement | AAY=Package measurement | AAZ=Handling unit measurement | ABA=Unit of measure used for ordered quantities | CT=Counts | DEN=Density | LGL=Length limitations | VOL=Volume | WT=Weights
MEA.C502,MEA::C502 MEASUREMENT DETAILS,Composite used in segment MEA (Measurements).,NO,10,,,,,/EDIFACT/INVOIC/DETAIL/SG30/MEA/C502,DETAIL,SG30,1210,MEA,Measurements,C,10,020,COMPOSITE,C502,MEASUREMENT DETAILS,C,,,,
MEA.C174,MEA::C174 VALUE/RANGE,Composite used in segment MEA (Measurements).,NO,10,,,,,/EDIFACT/INVOIC/DETAIL/SG30/MEA/C174,DETAIL,SG30,1210,MEA,Measurements,C,10,030,COMPOSITE,C174,VALUE/RANGE,C,,,,
MEA.7383,"Surface/layer indicator, coded","SURFACE/LAYER INDICATOR, CODED (in segment MEA Measurements).",NO,10,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG30/MEA/7383,DETAIL,SG30,1210,MEA,Measurements,C,10,040,ELEMENT,7383,"SURFACE/LAYER INDICATOR, CODED",C,an..3,an..3,"Surface/layer indicator, coded",
PCI.4233,"Marking instructions, coded","MARKING INSTRUCTIONS, CODED (in segment PCI Package identification).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG31/PCI/4233,DETAIL,SG31,1230,PCI,Package identification,M,1,010,ELEMENT,4233,"MARKING INSTRUCTIONS, CODED",C,an..3,an..3,"Marking instructions, coded",ZZZ=Mutually defined | A=Payable elsewhere | B=Third party to pay | C=Collect | P=Prepaid
PCI.C210,PCI::C210 MARKS & LABELS,Composite used in segment PCI (Package identification).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG31/PCI/C210,DETAIL,SG31,1230,PCI,Package identification,M,1,020,COMPOSITE,C210,MARKS & LABELS,C,,,,
PCI.8275,"Container/package status, coded","CONTAINER/PACKAGE STATUS, CODED (in segment PCI Package identification).",NO,1,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG31/PCI/8275,DETAIL,SG31,1230,PCI,Package identification,M,1,030,ELEMENT,8275,"CONTAINER/PACKAGE STATUS, CODED",C,an..3,an..3,"Container/package status, coded",
PCI.C827,PCI::C827 TYPE OF MARKING,Composite used in segment PCI (Package identification).,NO,1,,,,,/EDIFACT/INVOIC/DETAIL/SG31/PCI/C827,DETAIL,SG31,1230,PCI,Package identification,M,1,040,COMPOSITE,C827,TYPE OF MARKING,C,,,,
RFF.C506,RFF::C506 REFERENCE,Composite used in segment RFF (Reference).,SI,1,,,,,/EDIFACT/INVOIC/DETAIL/SG31/RFF/C506,DETAIL,SG31,1240,RFF,Reference,C,1,010,COMPOSITE,C506,REFERENCE,M,,,,
DTM.C507,DTM::C507 DATE/TIME/PERIOD,Composite used in segment DTM (Date/time/period).,SI,5,,,,,/EDIFACT/INVOIC/DETAIL/SG31/DTM/C507,DETAIL,SG31,1250,DTM,Date/time/period,C,5,010,COMPOSITE,C507,DATE/TIME/PERIOD,M,,,,
GIN.7405,Identity number qualifier,IDENTITY NUMBER QUALIFIER (in segment GIN Goods identity number).,SI,10,,,,an..3,/EDIFACT/INVOIC/DETAIL/SG31/GIN/7405,DETAIL,SG31,1260,GIN,Goods identity number,C,10,010,ELEMENT,7405,IDENTITY NUMBER QUALIFIER,M,an..3,an..3,Identity number qualifier,AA=House bill of lading | AB=1st structure element name | AC=2nd structure element name | AD=3rd structure element name | AE=4th structure element name | AF=5th structure element name | AG=6th structure element name | AH=7th structure element name | AI=8th structure element name | AJ=9th structure element name | AK=Data set | AL=Kanban card number | AM=Level number | AN=Manufacturing reference number | AO=Position number in package | AP=Product | AQ=Release number | AR=Statistical concept | AS=Table | AT=Transport packing group number | AU=Value list | AV=Value list subset | AW=Serial shipping container code | BE=Batch excluded | BN=Serial number | BX=Batch number | CN=Chassis number | EE=Engine number | EM=Emulsion number | IL=Invoice line number | ML=Marking/label number | PN=Part number | SC=Secondary Customs tariff number | VV=Vehicle identity number | ZZZ=Mutually defined
